"","L","R"
"1","CR762483.1","cxcr2"
"2","cxcl20","cxcr2"
"3","cxcl18b","cxcr2"
"4","cxcl11.8","cxcr3.1"
"5","cxcl11.8","cxcr3.3"
"6","cxcl11.6","cxcr3.1"
"7","cxcl11.6","cxcr3.3"
"8","BX323596.1","cxcr3.1"
"9","BX323596.1","cxcr3.3"
"10","cxcl11.5","cxcr3.1"
"11","cxcl11.5","cxcr3.3"
"14","BX323596.2","cxcr3.1"
"15","BX323596.2","cxcr3.3"
"16","cxcl12b","cxcr4b"
"17","cxcl12b","cxcr4a"
"18","cxcl12a","cxcr4b"
"19","cxcl12a","cxcr4a"
"20","cxcl32b.1","xcr1a.1"
"21","cxcl32b.1","xcr1b.1"
"24","ccl38a.4","ccr9a"
"25","ccl38a.4","ccr9b"
"26","ccl38a.5","ccr9a"
"27","ccl38a.5","ccr9b"
"28","ccl38.6","ccr9a"
"29","ccl38.6","ccr9b"
"30","ccl38.1","ccr9a"
"31","ccl38.1","ccr9b"
"32","ccl35.1","ccr2"
"33","ccl35.1","ccr11.1"
"35","ccl35.2","ccr2"
"36","ccl35.2","ccr11.1"
"44","cxcl32b.1","ccr2"
"45","cxcl32b.1","ccr11.1"
"131","ccl27a","ccr2"
"132","ccl27a","ccr11.1"
"134","ccl27b","ccr2"
"135","ccl27b","ccr11.1"
"137","ccl27a","ccr10"
"138","ccl27b","ccr10"
"141","il11b","il11ra"
"142","il11b","il6r"
"143","il11b","ghrb"
"144","il11b","ghra"
"145","il11a","il11ra"
"146","il11a","il6r"
"147","il11a","ghrb"
"148","il11a","ghra"
"149","m17","cntfr"
"150","m17","osmr"
"151","clcf1","cntfr"
"152","clcf1","osmr"
"153","csf3a","csf3r"
"154","csf3b","csf3r"
"155","il12a","il23r"
"156","zmp:0000001127","il23r"
"157","il12a","lifrb"
"158","il12a","lifra"
"159","il12a","il11ra"
"160","il12a","il6r"
"161","il12a","ghrb"
"162","il12a","ghra"
"163","zmp:0000001127","lifrb"
"164","zmp:0000001127","lifra"
"165","zmp:0000001127","il11ra"
"166","zmp:0000001127","il6r"
"167","zmp:0000001127","ghrb"
"168","zmp:0000001127","ghra"
"169","il15","lifrb"
"170","il15","lifra"
"171","il15","il11ra"
"172","il15","il6r"
"173","il15","il2rgb"
"174","il15","il2rga"
"175","il15","BX601644.2"
"176","il15","ghrb"
"177","il15","ghra"
"178","il15l","lifrb"
"179","il15l","lifra"
"180","il15l","il11ra"
"181","il15l","il6r"
"182","il15l","il2rgb"
"183","il15l","il2rga"
"184","il15l","BX601644.2"
"185","il15l","ghrb"
"186","il15l","ghra"
"187","il15","il15ra"
"188","il15l","il15ra"
"189","il15","il21r.1"
"190","il15","csf2rb"
"191","il15","il2rb"
"192","il15l","il21r.1"
"193","il15l","csf2rb"
"194","il15l","il2rb"
"195","epob","epor"
"196","epoa","epor"
"197","gh1","il11ra"
"198","gh1","il6r"
"199","gh1","ghrb"
"200","gh1","ghra"
"205","prl","prlrb"
"206","prl","prlra"
"207","thpo","mpl"
"208","pdgfc","pdgfra"
"209","pdgfaa","pdgfra"
"211","pdgfab","pdgfra"
"212","pdgfaa","pdgfrb"
"214","pdgfab","pdgfrb"
"215","pdgfbb","pdgfra"
"216","pdgfba","pdgfra"
"217","pdgfbb","pdgfrb"
"218","pdgfba","pdgfrb"
"219","vegfbb","flt1"
"220","vegfba","flt1"
"221","vegfaa","flt1"
"222","vegfab","flt1"
"223","vegfaa","kdr"
"224","vegfab","kdr"
"225","vegfd","kdr"
"226","vegfd","flt4"
"227","hgfa","met"
"228","hgfa","CABZ01071972.1"
"229","hgfb","met"
"230","hgfb","CABZ01071972.1"
"231","egf","egfra"
"232","egf","LO018309.1"
"233","csf1b","csf1rb"
"234","csf1a","csf1rb"
"235","kitlga","kita"
"236","kitlga","kitb"
"237","kitlgb","kita"
"238","kitlgb","kitb"
"239","ifnphi2","ifngr2"
"240","ifnphi2","ifngr1"
"241","ifnphi2","il22ra2"
"242","ifnphi2","ifngr1l"
"243","ifnphi2","crfb15"
"244","ifnphi2","crfb16"
"245","ifnphi2","ifnlr1"
"246","ifnphi2","il10ra"
"247","ifnphi3","ifngr2"
"248","ifnphi3","ifngr1"
"249","ifnphi3","il22ra2"
"250","ifnphi3","ifngr1l"
"251","ifnphi3","crfb15"
"252","ifnphi3","crfb16"
"253","ifnphi3","ifnlr1"
"254","ifnphi3","il10ra"
"255","ifnphi2","il10rb"
"256","ifnphi3","il10rb"
"329","ifng1","ifngr2"
"330","ifng1","ifngr1"
"331","ifng1","il22ra2"
"332","ifng1","ifngr1l"
"333","ifng1","crfb15"
"334","ifng1","crfb16"
"335","ifng1","ifnlr1"
"336","ifng1","il10ra"
"337","ifng1r","ifngr2"
"338","ifng1r","ifngr1"
"339","ifng1r","il22ra2"
"340","ifng1r","ifngr1l"
"341","ifng1r","crfb15"
"342","ifng1r","crfb16"
"343","ifng1r","ifnlr1"
"344","ifng1r","il10ra"
"345","il10","crfb4"
"346","il10","ifngr2"
"347","il10","ifngr1"
"348","il10","il22ra2"
"349","il10","ifngr1l"
"350","il10","crfb15"
"351","il10","crfb16"
"352","il10","ifnlr1"
"353","il19l","il20ra"
"355","il19l","ifngr2"
"356","il19l","ifngr1"
"357","il19l","il22ra2"
"358","il19l","ifngr1l"
"359","il19l","crfb15"
"360","il19l","crfb16"
"361","il19l","ifnlr1"
"370","tnfsf10","hdr"
"371","tnfsf10","tnfrsfa"
"372","tnfsf10","cd40"
"373","tnfsf10","nradd"
"374","tnfsf10","tnfrsf1b"
"375","tnfsf10","tnfrsf11a"
"394","tnfsf11","hdr"
"395","tnfsf11","tnfrsfa"
"396","tnfsf11","cd40"
"397","tnfsf11","tnfrsf1b"
"398","tnfsf11","tnfrsf11a"
"399","tnfa","cd40"
"400","tnfa","tnfrsf1b"
"401","tnfa","tnfrsf11a"
"402","tnfb","cd40"
"403","tnfb","tnfrsf1b"
"404","tnfb","tnfrsf11a"
"405","tnfa","si:ch211-112c15.8"
"406","tnfb","si:ch211-112c15.8"
"407","tnfa","hdr"
"408","tnfa","tnfrsfa"
"410","tnfa","nradd"
"413","tnfb","hdr"
"414","tnfb","tnfrsfa"
"416","tnfb","nradd"
"431","tnfsf14","hdr"
"432","tnfsf14","tnfrsfa"
"433","tnfsf14","cd40"
"434","tnfsf14","nradd"
"435","tnfsf14","tnfrsf1b"
"436","tnfsf14","tnfrsf11a"
"443","eda","edar"
"444","tgfb1a","tgfbr1a"
"445","tgfb1a","tgfbr1b"
"446","tgfb1b","tgfbr1a"
"447","tgfb1b","tgfbr1b"
"448","tgfb1a","CR855318.1"
"449","tgfb1a","tgfbr2b"
"450","tgfb1a","tgfbr2a"
"451","tgfb1b","CR855318.1"
"452","tgfb1b","tgfbr2b"
"453","tgfb1b","tgfbr2a"
"454","tgfb2","tgfbr1a"
"455","tgfb2","tgfbr1b"
"456","tgfb2","CR855318.1"
"457","tgfb2","tgfbr2b"
"458","tgfb2","tgfbr2a"
"459","tgfb3","tgfbr1a"
"460","tgfb3","tgfbr1b"
"461","tgfb3","CR855318.1"
"462","tgfb3","tgfbr2b"
"463","tgfb3","tgfbr2a"
"464","inhbab","acvr2aa"
"465","inhbab","acvr2ab"
"466","inhbaa","acvr2aa"
"467","inhbaa","acvr2ab"
"468","inhbab","acvr1ba"
"469","inhbaa","acvr1ba"
"470","inhbab","acvr2bb"
"471","inhbab","acvr2ba"
"472","inhbaa","acvr2bb"
"473","inhbaa","acvr2ba"
"474","inhbb","acvr2aa"
"475","inhbb","acvr2ab"
"476","INHBB","acvr2aa"
"477","INHBB","acvr2ab"
"478","inhbb","acvr1ba"
"479","INHBB","acvr1ba"
"480","inhbb","acvr2bb"
"481","inhbb","acvr2ba"
"482","INHBB","acvr2bb"
"483","INHBB","acvr2ba"
"484","CABZ01117503.1","acvr2aa"
"485","CABZ01117503.1","acvr2ab"
"486","CABZ01117503.1","acvr1ba"
"487","CABZ01117503.1","acvr2bb"
"488","CABZ01117503.1","acvr2ba"
"489","bmp2a","bmpr2b"
"490","bmp2a","bmpr2a"
"491","bmp2b","bmpr2b"
"492","bmp2b","bmpr2a"
"493","bmp2a","bmpr1ba"
"494","bmp2a","bmpr1bb"
"495","bmp2b","bmpr1ba"
"496","bmp2b","bmpr1bb"
"497","bmp2a","bmpr1aa"
"498","bmp2a","bmpr1ab"
"499","bmp2b","bmpr1aa"
"500","bmp2b","bmpr1ab"
"501","bmp7b","bmpr1ba"
"502","bmp7b","bmpr1bb"
"503","bmp7a","bmpr1ba"
"504","bmp7a","bmpr1bb"
"505","bmp7b","acvr2aa"
"506","bmp7b","acvr2ab"
"507","bmp7a","acvr2aa"
"508","bmp7a","acvr2ab"
"509","gdf5","bmpr1aa"
"510","gdf5","bmpr1ab"
"511","gdf5","acvr2aa"
"512","gdf5","acvr2ab"
"513","il1fma","CABZ01068246.1"
"514","il1b","CABZ01068246.1"
"515","cxcl12b","ackr3a"
"516","cxcl12b","ackr3b"
"517","cxcl12a","ackr3a"
"518","cxcl12a","ackr3b"
"519","ccl38a.4","ccr8.1"
"520","ccl38a.4","si:cabz01093077.1"
"521","ccl38a.4","cabz01093075.1"
"522","ccl38a.5","ccr8.1"
"523","ccl38a.5","si:cabz01093077.1"
"524","ccl38a.5","cabz01093075.1"
"525","ccl38.6","ccr8.1"
"526","ccl38.6","si:cabz01093077.1"
"527","ccl38.6","cabz01093075.1"
"528","ccl38.1","ccr8.1"
"529","ccl38.1","si:cabz01093077.1"
"530","ccl38.1","cabz01093075.1"
"531","il17a/f1","il17ra1a"
"532","il17a/f1","il17ra2"
"533","il17a/f1","il17ra1b"
"534","il17a/f1","BX942819.1"
"535","il17a/f3","il17ra1a"
"536","il17a/f3","il17ra2"
"537","il17a/f3","il17ra1b"
"538","il17a/f3","BX942819.1"
"539","itgb2","cd226"
"540","itgb1a","vcam1b"
"541","itgb1b.2","vcam1b"
"542","itgb1b","vcam1b"
"543","itgb1b.1","vcam1b"
"544","itga4","vcam1b"
"545","itga9","vcam1b"
"546","si:dkey-237i9.8","si:dkey-237i9.8"
"547","si:dkey-237i9.8","pecam1"
"548","pecam1","si:dkey-237i9.8"
"549","pecam1","pecam1"
"550","zgc:113337","cd226"
"551","zgc:172122","cd226"
"552","sc:d189","cd226"
"553","si:ch211-214p13.3","cd226"
"554","si:ch211-222f23.6","cd226"
"555","si:ch211-141e20.2","cd226"
"556","si:ch73-22o12.1","cd226"
"557","pvrl2l","cd226"
"563","cntn1b","nrcama"
"564","cntn1a","nrcama"
"565","ncam1a","ncam1a"
"566","ncam1a","ncam1b"
"567","ncam1b","ncam1a"
"568","ncam1b","ncam1b"
"569","si:dkey-15j16.3","si:dkey-15j16.3"
"570","si:dkey-15j16.3","si:dkey-15j16.6"
"571","si:dkey-15j16.3","nectin1b"
"572","si:dkey-15j16.3","nectin1a"
"573","si:dkey-15j16.6","si:dkey-15j16.3"
"574","si:dkey-15j16.6","si:dkey-15j16.6"
"575","si:dkey-15j16.6","nectin1b"
"576","si:dkey-15j16.6","nectin1a"
"577","nectin1b","si:dkey-15j16.3"
"578","nectin1b","si:dkey-15j16.6"
"579","nectin1b","nectin1b"
"580","nectin1b","nectin1a"
"581","nectin1a","si:dkey-15j16.3"
"582","nectin1a","si:dkey-15j16.6"
"583","nectin1a","nectin1b"
"584","nectin1a","nectin1a"
"585","f11r.2","f11r.2"
"586","f11r.2","f11r.1"
"587","f11r.1","f11r.2"
"588","f11r.1","f11r.1"
"589","jam2b","jam2b"
"590","jam2b","jam2a"
"591","jam2a","jam2b"
"592","jam2a","jam2a"
"593","jam3b","jam2b"
"594","jam3b","jam2a"
"595","jam3a","jam2b"
"596","jam3a","jam2a"
"597","jam2b","jam3b"
"598","jam2b","jam3a"
"599","jam2a","jam3b"
"600","jam2a","jam3a"
"601","jam3b","jam3b"
"602","jam3b","jam3a"
"603","jam3a","jam3b"
"604","jam3a","jam3a"
"605","jam3b","itgb2"
"606","jam3a","itgb2"
"607","f11r.2","itgb2"
"608","f11r.1","itgb2"
"609","si:ch211-66e2.3","itgb2"
"610","si:ch73-208g10.1","itgb2"
"611","sc:d0202","itgb2"
"613","icam3","itgb2"
"614","si:ch211-74m13.1","itgb2"
"615","si:ch211-66e2.5","itgb2"
"616","jam2b","itgb1a"
"617","jam2b","itgb1b.2"
"618","jam2b","itgb1b"
"619","jam2b","itgb1b.1"
"620","jam2a","itgb1a"
"621","jam2a","itgb1b.2"
"622","jam2a","itgb1b"
"623","jam2a","itgb1b.1"
"624","jam2b","itga4"
"625","jam2a","itga4"
"626","vcam1b","itgb7"
"627","vcam1b","itga4"
"628","selp","glg1b"
"629","selp","glg1a"
"630","CR936977.2","si:dkey-15j16.3"
"631","CR936977.2","si:dkey-15j16.6"
"632","CR936977.2","nectin1b"
"633","CR936977.2","nectin1a"
"634","nectin3b","si:dkey-15j16.3"
"635","nectin3b","si:dkey-15j16.6"
"636","nectin3b","nectin1b"
"637","nectin3b","nectin1a"
"638","cadm1a","cadm1a"
"639","cadm1a","cadm1b"
"640","cadm1b","cadm1a"
"641","cadm1b","cadm1b"
"642","cadm3","cadm3"
"643","CABZ01084131.1","CABZ01084131.1"
"644","CABZ01084131.1","si:ch1073-391i24.1"
"645","CABZ01084131.1","CABZ01044099.1"
"646","si:ch1073-391i24.1","CABZ01084131.1"
"647","si:ch1073-391i24.1","si:ch1073-391i24.1"
"648","si:ch1073-391i24.1","CABZ01044099.1"
"649","CABZ01044099.1","CABZ01084131.1"
"650","CABZ01044099.1","si:ch1073-391i24.1"
"651","CABZ01044099.1","CABZ01044099.1"
"652","robo4","cntnap2b"
"653","zgc:113337","CR936977.2"
"654","zgc:113337","nectin3b"
"655","zgc:172122","CR936977.2"
"656","zgc:172122","nectin3b"
"657","sc:d189","CR936977.2"
"658","sc:d189","nectin3b"
"659","si:ch73-22o12.1","CR936977.2"
"660","si:ch73-22o12.1","nectin3b"
"661","pvrl2l","CR936977.2"
"662","pvrl2l","nectin3b"
"663","zgc:113337","zgc:113337"
"664","zgc:113337","zgc:172122"
"665","zgc:113337","sc:d189"
"666","zgc:113337","si:ch211-214p13.3"
"667","zgc:113337","si:ch211-222f23.6"
"668","zgc:113337","si:ch211-141e20.2"
"669","zgc:113337","si:ch73-22o12.1"
"670","zgc:113337","pvrl2l"
"671","zgc:172122","zgc:113337"
"672","zgc:172122","zgc:172122"
"673","zgc:172122","sc:d189"
"674","zgc:172122","si:ch211-214p13.3"
"675","zgc:172122","si:ch211-222f23.6"
"676","zgc:172122","si:ch211-141e20.2"
"677","zgc:172122","si:ch73-22o12.1"
"678","zgc:172122","pvrl2l"
"679","sc:d189","zgc:113337"
"680","sc:d189","zgc:172122"
"681","sc:d189","sc:d189"
"682","sc:d189","si:ch211-214p13.3"
"683","sc:d189","si:ch211-222f23.6"
"684","sc:d189","si:ch211-141e20.2"
"685","sc:d189","si:ch73-22o12.1"
"686","sc:d189","pvrl2l"
"687","si:ch211-214p13.3","zgc:113337"
"688","si:ch211-214p13.3","zgc:172122"
"689","si:ch211-214p13.3","sc:d189"
"690","si:ch211-214p13.3","si:ch211-214p13.3"
"691","si:ch211-214p13.3","si:ch211-222f23.6"
"692","si:ch211-214p13.3","si:ch211-141e20.2"
"693","si:ch211-214p13.3","si:ch73-22o12.1"
"694","si:ch211-214p13.3","pvrl2l"
"695","si:ch211-222f23.6","zgc:113337"
"696","si:ch211-222f23.6","zgc:172122"
"697","si:ch211-222f23.6","sc:d189"
"698","si:ch211-222f23.6","si:ch211-214p13.3"
"699","si:ch211-222f23.6","si:ch211-222f23.6"
"700","si:ch211-222f23.6","si:ch211-141e20.2"
"701","si:ch211-222f23.6","si:ch73-22o12.1"
"702","si:ch211-222f23.6","pvrl2l"
"703","si:ch211-141e20.2","zgc:113337"
"704","si:ch211-141e20.2","zgc:172122"
"705","si:ch211-141e20.2","sc:d189"
"706","si:ch211-141e20.2","si:ch211-214p13.3"
"707","si:ch211-141e20.2","si:ch211-222f23.6"
"708","si:ch211-141e20.2","si:ch211-141e20.2"
"709","si:ch211-141e20.2","si:ch73-22o12.1"
"710","si:ch211-141e20.2","pvrl2l"
"711","si:ch73-22o12.1","zgc:113337"
"712","si:ch73-22o12.1","zgc:172122"
"713","si:ch73-22o12.1","sc:d189"
"714","si:ch73-22o12.1","si:ch211-214p13.3"
"715","si:ch73-22o12.1","si:ch211-222f23.6"
"716","si:ch73-22o12.1","si:ch211-141e20.2"
"717","si:ch73-22o12.1","si:ch73-22o12.1"
"718","si:ch73-22o12.1","pvrl2l"
"719","pvrl2l","zgc:113337"
"720","pvrl2l","zgc:172122"
"721","pvrl2l","sc:d189"
"722","pvrl2l","si:ch211-214p13.3"
"723","pvrl2l","si:ch211-222f23.6"
"724","pvrl2l","si:ch211-141e20.2"
"725","pvrl2l","si:ch73-22o12.1"
"726","pvrl2l","pvrl2l"
"767","CR936977.2","zgc:113337"
"768","CR936977.2","zgc:172122"
"769","CR936977.2","sc:d189"
"770","CR936977.2","si:ch211-214p13.3"
"771","CR936977.2","si:ch211-222f23.6"
"772","CR936977.2","si:ch211-141e20.2"
"773","CR936977.2","si:ch73-22o12.1"
"774","CR936977.2","pvrl2l"
"775","nectin3b","zgc:113337"
"776","nectin3b","zgc:172122"
"777","nectin3b","sc:d189"
"778","nectin3b","si:ch211-214p13.3"
"779","nectin3b","si:ch211-222f23.6"
"780","nectin3b","si:ch211-141e20.2"
"781","nectin3b","si:ch73-22o12.1"
"782","nectin3b","pvrl2l"
"783","f11r.2","jam2b"
"784","f11r.2","jam2a"
"785","f11r.1","jam2b"
"786","f11r.1","jam2a"
"787","f11r.2","jam3b"
"788","f11r.2","jam3a"
"789","f11r.1","jam3b"
"790","f11r.1","jam3a"
"791","lrrc4cb","ntng1a"
"792","lrrc4cb","vav3b"
"793","lrrc4ca","ntng1a"
"794","lrrc4ca","vav3b"
"795","lrrc4.1","ntng2b"
"796","lrrc4.1","ntng2a"
"797","lrrc4.2","ntng2b"
"798","lrrc4.2","ntng2a"
"799","lrrc4bb","ptprfb"
"800","lrrc4ba","ptprfb"
"801","cga","fshr"
"802","CGA","fshr"
"803","cga","lhcgr"
"804","CGA","lhcgr"
"805","cga","tshr"
"806","CGA","tshr"
"811","col1a1b","itgb1a"
"812","col1a1b","itgb1b.2"
"813","col1a1b","itgb1b"
"814","col1a1b","itgb1b.1"
"815","col1a1a","itgb1a"
"816","col1a1a","itgb1b.2"
"817","col1a1a","itgb1b"
"818","col1a1a","itgb1b.1"
"819","col1a1b","itga1"
"820","col1a1a","itga1"
"821","col1a1b","itga2.2"
"822","col1a1b","itga2.3"
"823","col1a1b","itga2.1"
"824","col1a1a","itga2.2"
"825","col1a1a","itga2.3"
"826","col1a1a","itga2.1"
"827","si:ch211-191d15.2","itga2.2"
"828","si:ch211-191d15.2","itga2.3"
"829","si:ch211-191d15.2","itga2.1"
"830","si:ch211-191d15.2","itgb1a"
"831","si:ch211-191d15.2","itgb1b.2"
"832","si:ch211-191d15.2","itgb1b"
"833","si:ch211-191d15.2","itgb1b.1"
"834","LO018598.1","itga3a"
"835","LO018598.1","itga3b"
"836","LO018598.1","itgb1a"
"837","LO018598.1","itgb1b.2"
"838","LO018598.1","itgb1b"
"839","LO018598.1","itgb1b.1"
"840","comp","itga3a"
"841","comp","itga3b"
"842","comp","itgb1a"
"843","comp","itgb1b.2"
"844","comp","itgb1b"
"845","comp","itgb1b.1"
"846","col1a1b","itga3a"
"847","col1a1b","itga3b"
"848","col1a1a","itga3a"
"849","col1a1a","itga3b"
"850","fn1b","itga3a"
"851","fn1b","itga3b"
"852","fn1a","itga3a"
"853","fn1a","itga3b"
"854","fn1b","itgb1a"
"855","fn1b","itgb1b.2"
"856","fn1b","itgb1b"
"857","fn1b","itgb1b.1"
"858","fn1a","itgb1a"
"859","fn1a","itgb1b.2"
"860","fn1a","itgb1b"
"861","fn1a","itgb1b.1"
"862","fn1b","itga4"
"863","fn1a","itga4"
"864","fn1b","itga5"
"865","fn1a","itga5"
"866","fn1b","itga8"
"867","fn1a","itga8"
"868","vtna","itgb1a"
"869","vtna","itgb1b.2"
"870","vtna","itgb1b"
"871","vtna","itgb1b.1"
"872","vtnb","itgb1a"
"873","vtnb","itgb1b.2"
"874","vtnb","itgb1b"
"875","vtnb","itgb1b.1"
"876","vtna","itga8"
"877","vtnb","itga8"
"878","tnc","itgb1a"
"879","tnc","itgb1b.2"
"880","tnc","itgb1b"
"881","tnc","itgb1b.1"
"882","TNC","itgb1a"
"883","TNC","itgb1b.2"
"884","TNC","itgb1b"
"885","TNC","itgb1b.1"
"886","tnc","itga8"
"887","TNC","itga8"
"888","tnc","itga9"
"889","TNC","itga9"
"890","col1a1b","itga9"
"891","col1a1a","itga9"
"892","col1a1b","itga10"
"893","col1a1a","itga10"
"894","col1a1b","itga11b"
"895","col1a1b","itga11a"
"896","col1a1a","itga11b"
"897","col1a1a","itga11a"
"898","fn1b","itgav"
"899","fn1a","itgav"
"900","vtna","itgav"
"901","vtnb","itgav"
"902","fn1b","itgb7"
"903","fn1a","itgb7"
"904","vtna","itgb3b"
"905","vtna","itgb3a"
"906","vtnb","itgb3b"
"907","vtnb","itgb3a"
"908","fn1b","itgb3b"
"909","fn1b","itgb3a"
"910","fn1a","itgb3b"
"911","fn1a","itgb3a"
"912","vwf","itgav"
"913","vwf","itgb3b"
"914","vwf","itgb3a"
"915","tnc","itgav"
"916","TNC","itgav"
"917","tnc","itgb3b"
"918","tnc","itgb3a"
"919","TNC","itgb3b"
"920","TNC","itgb3a"
"921","comp","itgav"
"922","comp","itgb3b"
"923","comp","itgb3a"
"924","vtna","itga2b"
"925","vtnb","itga2b"
"926","fn1b","itga2b"
"927","fn1a","itga2b"
"928","vwf","itga2b"
"929","comp","itga2b"
"930","vtna","itgb5"
"931","vtnb","itgb5"
"932","fn1b","itgb6"
"933","fn1a","itgb6"
"934","tnc","itgb6"
"935","TNC","itgb6"
"936","col1a1b","itgav"
"937","col1a1a","itgav"
"938","col1a1b","itgb8"
"939","col1a1a","itgb8"
"940","fn1b","itgb8"
"941","fn1a","itgb8"
"942","vtna","itgb8"
"943","vtnb","itgb8"
"944","col1a1b","cd44a"
"945","col1a1b","cd44b"
"946","col1a1a","cd44a"
"947","col1a1a","cd44b"
"948","fn1b","cd44a"
"949","fn1b","cd44b"
"950","fn1a","cd44a"
"951","fn1a","cd44b"
"952","comp","cd36"
"953","vwf","gp9"
"954","vwf","gp1bb"
"955","agrn","dag1"
"956","hspg2","dag1"
"957","adm2a","calcr"
"958","adm2b","calcr"
"959","calca","calcr"
"960","adma","gpr182"
"961","admb","gpr182"
"962","adma","calcr"
"963","admb","calcr"
"964","cenps","sstr1a"
"965","cenps","si:zfos-169g10.2"
"966","cenps","sstr3"
"967","cenps","sstr5"
"968","cenps","sstr2b"
"969","cenps","sstr2a"
"970","sst1.1","sstr1a"
"971","sst1.2","sstr1a"
"972","sst1.1","si:zfos-169g10.2"
"973","sst1.1","sstr3"
"974","sst1.2","si:zfos-169g10.2"
"975","sst1.2","sstr3"
"976","sst1.1","sstr5"
"977","sst1.2","sstr5"
"978","sst1.1","sstr2b"
"979","sst1.1","sstr2a"
"980","sst1.2","sstr2b"
"981","sst1.2","sstr2a"
"982","rspo1","lgr4"
"983","rspo4","lgr4"
"984","rspo3","lgr4"
"985","rspo2","lgr4"
"986","calm1a","cnga2a"
"987","calm1a","cnga2b"
"988","calm1b","cnga2a"
"989","calm1b","cnga2b"
"990","calm1a","PDE1C"
"991","calm1b","PDE1C"
"992","calm1a","mylka"
"993","calm1a","mylkb"
"994","calm1b","mylka"
"995","calm1b","mylkb"
"996","calm1a","pde1a"
"997","calm1b","pde1a"
"998","insl3","rxfp2b"
"999","insl3","rxfp2a"
"1000","rln3b","rxfp3.3a3"
"1001","rln3b","rxfp3.3a2"
"1002","rln3a","rxfp3.3a3"
"1003","rln3a","rxfp3.3a2"
"1004","rln3b","rxfp1"
"1005","rln3a","rxfp1"
"1006","rln3b","rxfp2b"
"1007","rln3b","rxfp2a"
"1008","rln3a","rxfp2b"
"1009","rln3a","rxfp2a"
"1010","insl5b","rxfp3.3a3"
"1011","insl5b","rxfp3.3a2"
"1012","insl5a","rxfp3.3a3"
"1013","insl5a","rxfp3.3a2"
"1014","alox5ap","alox5b.2"
"1015","alox5ap","alox5b.3"
"1016","alox5ap","alox5a"
"1017","alox5ap","alox5b.1"
"1018","apln","aplnr2"
"1019","tshba","tshr"
"1020","CU929146.3","tshr"
"1021","anxa1a","CU571081.1"
"1022","anxa1b","CU571081.1"
"1023","anxa1c","CU571081.1"
"1024","anxa1d","CU571081.1"
"1033","saa","CU571081.1"
"1034","appa","CU571081.1"
"1035","appb","CU571081.1"
"1036","rps19","CABZ01041494.1"
"1037","c5","CABZ01041494.1"
"1039","ccl38a.4","ackr4b"
"1040","ccl38a.4","ackr4a"
"1041","ccl38a.5","ackr4b"
"1042","ccl38a.5","ackr4a"
"1043","ccl38.6","ackr4b"
"1044","ccl38.6","ackr4a"
"1045","ccl38.1","ackr4b"
"1046","ccl38.1","ackr4a"
"1047","cxcl12b","cxcr3.1"
"1048","cxcl12b","cxcr3.3"
"1049","cxcl12a","cxcr3.1"
"1050","cxcl12a","cxcr3.3"
"1051","cxcl11.8","ccr2"
"1052","cxcl11.8","ccr11.1"
"1054","cxcl11.6","ccr2"
"1055","cxcl11.6","ccr11.1"
"1057","BX323596.1","ccr2"
"1058","BX323596.1","ccr11.1"
"1060","cxcl11.5","ccr2"
"1061","cxcl11.5","ccr11.1"
"1066","BX323596.2","ccr2"
"1067","BX323596.2","ccr11.1"
"1069","ccl35.1","gpr75"
"1070","ccl35.2","gpr75"
"1071","ccl35.1","cxcr3.1"
"1072","ccl35.1","cxcr3.3"
"1073","ccl35.2","cxcr3.1"
"1074","ccl35.2","cxcr3.3"
"1075","cxcl32b.1","ccr8.1"
"1076","cxcl32b.1","si:cabz01093077.1"
"1077","cxcl32b.1","cabz01093075.1"
"1093","cxcl32b.1","cxcr3.1"
"1094","cxcl32b.1","cxcr3.3"
"1171","csf3a","csf1rb"
"1172","csf3b","csf1rb"
"1173","angpt4","tek"
"1174","angpt1","tek"
"1175","edn2","ednraa"
"1176","edn2","ednrab"
"1177","edn3b","ednrbb"
"1178","edn3b","ednrba"
"1179","galn","galr1a"
"1180","galn","galr2b"
"1181","galn","galr2a"
"1182","cckb","CCKAR"
"1183","ccka","CCKAR"
"1184","cckb","CCKBR"
"1185","cckb","si:dkey-1h24.2"
"1186","ccka","CCKBR"
"1187","ccka","si:dkey-1h24.2"
"1188","gcgb","gipr"
"1189","gcga","gipr"
"1190","gnrh3","gnrhr4"
"1191","gnrh3","gnrhr1"
"1192","gnrh3","gnrhr2"
"1193","gnrh3","CABZ01080434.1"
"1194","gnrh2","gnrhr4"
"1195","gnrh2","gnrhr1"
"1196","gnrh2","gnrhr2"
"1197","gnrh2","CABZ01080434.1"
"1202","hcrt","hcrtr2"
"1203","igf2a","igf1ra"
"1204","igf2a","igf1rb"
"1205","igf2b","igf1ra"
"1206","igf2b","igf1rb"
"1207","igf3","igf1ra"
"1208","igf3","igf1rb"
"1209","ins","insra"
"1210","ins","insrb"
"1211","insb","insra"
"1212","insb","insrb"
"1213","kiss1","kiss1rb"
"1214","mst1","mst1ra"
"1215","mst1","mst1rb"
"1216","nmbb","grpr"
"1217","nmba","grpr"
"1218","nmbb","nmbr"
"1219","nmba","nmbr"
"1220","nmu","nmur1b"
"1221","nmu","nmur1a"
"1222","nppc","npr1a"
"1223","nppc","npr1b"
"1224","npb","npbwr2a"
"1226","ntf3","ngfra"
"1227","ntf3","ngfrb"
"1228","ntf3","ntrk3b"
