"","L","R"
"2364","B2m","H2-M10.1"
"2365","B2m","H2-Q2"
"2366","B2m","H2-K1"
"2367","B2m","Pirb"
"2368","Bag6","Ncr3-ps"
"2369","Bdnf","Sort1"
"2370","Bgn","Fgfr3"
"2371","Bgn","Tlr2"
"2372","Bgn","Tlr4"
"2373","Bmp10","Eng"
"2374","Bmp2","Eng"
"2375","Bmp2","Hjv"
"2376","Bmp2","Rgmb"
"2377","Bmp4","Cfc1"
"2378","Bmp4","Rgmb"
"2379","Bmp5","Hjv"
"2380","Bmp6","Hjv"
"2381","Bmp7","Eng"
"2382","Bmp7","Hjv"
"2387","Bmp8a","Tgfbr1"
"2388","Bmp8a","Tgfbr2"
"2389","Bsg","Sele"
"2390","Bsg","Slc16a1"
"2391","Bsg","Slc16a7"
"2392","Bst2","Pira12"
"2393","Bst2","Pira2"
"2394","Bst2","Lilra6"
"2395","Bst2","Pira13"
"2396","Btc","Erbb2"
"2397","Btla","Cd79a"
"2398","Btla","Vtcn1"
"2399","C1qa","Cd33"
"2400","C1qa","Cd93"
"2401","C1qa","Cspg4"
"2402","C1qb","Cd33"
"2403","C1qb","Lrp1"
"2404","C1qtnf1","Avpr2"
"2405","C3","C5ar2"
"2406","C3","Cd19"
"2407","C3","Cd46"
"2408","C3","Cr1l"
"2409","C3","Cr2"
"2410","C3","Itgam"
"2411","C3","Nrp1"
"2412","C4b","C3ar1"
"2413","C4a","C3ar1"
"2414","C4b","C5ar2"
"2415","C4a","C5ar2"
"2416","C4b","Cr1l"
"2417","C4a","Cr1l"
"2418","C4b","Nrp1"
"2419","C4a","Nrp1"
"2420","C4b","Cd46"
"2421","C4a","Cd46"
"2424","C4bp","Bmpr2"
"2425","Zp3r","Bmpr2"
"2426","C4bp","Cd40"
"2427","Zp3r","Cd40"
"2428","C4bp","Lrp1"
"2429","Zp3r","Lrp1"
"2430","Cadm1","Cadm3"
"2431","Cadm1","Crtam"
"2432","Cadm1","Nectin3"
"2433","Cadm3","Cadm1"
"2434","Cadm3","Nectin1"
"2435","Cadm3","Nectin3"
"2436","Calca","Ramp2"
"2437","Calr","Itga3"
"2438","Calr","Itgav"
"2439","Calr","Lrp1"
"2440","Calr","Mtnr1a"
"2441","Calr","Tshr"
"2442","Ccl11","Ackr4"
"2443","Ccl2","Ackr4"
"2444","Ccl17","Ackr1"
"2445","Ccl17","Ackr2"
"2446","Ccl3","Ccr3"
"2447","Ccl3","Ccr8"
"2448","Ccl3","Pitpnm3"
"2449","Ccl19","Ackr2"
"2450","Ccl19-ps3","Ackr2"
"2451","Ccl19-ps6","Ackr2"
"2452","Ccl19-ps5","Ackr2"
"2453","Ccl19-ps1","Ackr2"
"2454","Ccl19-ps4","Ackr2"
"2455","Ccl19","Ccr10"
"2456","Ccl19-ps3","Ccr10"
"2457","Ccl19-ps6","Ccr10"
"2458","Ccl19-ps5","Ccr10"
"2459","Ccl19-ps1","Ccr10"
"2460","Ccl19-ps4","Ccr10"
"2461","Ccl12","Ackr1"
"2462","Ccl2","Ackr1"
"2463","Ccl12","Ackr4"
"2465","Ccl12","Ccr10"
"2466","Ccl2","Ccr10"
"2467","Ccl20","Ackr4"
"2468","Ccl21b","Ackr2"
"2469","Ccl21f","Ackr2"
"2470","Ccl21e","Ackr2"
"2471","Ccl21d","Ackr2"
"2472","Ccl21a","Ackr2"
"2473","Ccl21b","Ccr10"
"2474","Ccl21f","Ccr10"
"2475","Ccl21e","Ccr10"
"2476","Ccl21d","Ccr10"
"2477","Ccl21a","Ccr10"
"2478","Ccl22","Ackr2"
"2479","Ccl25","Ackr2"
"2480","Ccl25","Ccr10"
"2481","Ccl26","Ccr1"
"2482","Ccl26","Ccr1l1"
"2483","Ccl27a","Ackr2"
"2484","Ccl27b","Ackr2"
"2485","Ccl27al","Ackr2"
"2486","Ccl28","Ackr2"
"2487","Ccl3","Ackr2"
"2489","Ccl3","Ccr4"
"2496","Ccl4","Ccr3"
"2500","Ccl5","Ackr1"
"2501","Ccl5","Sdc1"
"2502","Ccl5","Sdc4"
"2503","Ccl7","Ackr1"
"2504","Ccl7","Ackr4"
"2505","Ccl7","Ccr10"
"2506","Ccl8","Ackr1"
"2507","Ccl8","Ackr4"
"2508","Ccn1","Itga5"
"2509","Ccn1","Itgam"
"2510","Ccn1","Itgav"
"2511","Ccn1","Itgb2l"
"2512","Ccn1","Itgb2"
"2513","Ccn1","Itgb3"
"2514","Ccn1","Itgb5"
"2515","Ccn1","Sdc4"
"2516","Ccn2","Fgfr2"
"2517","Ccn2","Igf2r"
"2518","Ccn2","Itga5"
"2519","Ccn2","Itgam"
"2520","Ccn2","Itgb2l"
"2521","Ccn2","Itgb2"
"2522","Ccn2","Lrp1"
"2523","Ccn2","Lrp6"
"2524","Ccn2","Ntrk1"
"2525","Ccn3","Notch1"
"2526","Ccn4","Itga5"
"2527","Ccn4","Itgb1"
"2528","Cd14","Itga4"
"2529","Cd14","Itgb1"
"2530","Cd160","Tnfrsf14"
"2531","Cd177","Pecam1"
"2532","Cd1d2","Pirb"
"2533","Cd1d1","Pirb"
"2534","Cd2","Cd48"
"2535","Cd200","Cd200r1l"
"2536","Cd200","Cd200r2"
"2537","Cd200","Cd200r1"
"2538","Cd200","Cd200r3"
"2539","Cd200","Cd200r4"
"2544","Cd200r1l","Cd200"
"2545","Cd200r2","Cd200"
"2546","Cd200r1","Cd200"
"2547","Cd200r3","Cd200"
"2548","Cd200r4","Cd200"
"2549","Cd22","Ptprc"
"2550","Cd226","Nectin2"
"2551","Cd226","Pvr"
"2552","Cd244a","Cd48"
"2553","Cd28","Cd86"
"2554","Cd34","Sele"
"2555","Cd34","Selp"
"2556","Cd38","Pecam1"
"2557","Cd44","Sele"
"2558","Cd47","Sirpa"
"2559","Cd47","Sirpb1c"
"2560","Cd47","Sirpb1b"
"2561","Cd47","Sirpb1a"
"2562","Cd48","Cd2"
"2563","Cd48","Cd244a"
"2564","Cd52","Siglecg"
"2565","Cd55","Adgre5"
"2566","Cd55b","Adgre5"
"2567","Cd59a","Cd2"
"2568","Cd59b","Cd2"
"2569","Cd5l","Cd5"
"2570","Cd6","Alcam"
"2571","Cd84","Cd84"
"2572","Cd9","L1cam"
"2573","Cd96","Nectin1"
"2574","Cd96","Pvr"
"2575","Cd99","Pilra"
"2576","Cd99","Pilrb2"
"2579","Cd99","Pilrb1"
"2580","Cdh1","Egfr"
"2581","Cdh1","Igf1r"
"2582","Cdh1","Klrg1"
"2583","Cdh1","Ptprm"
"2584","Ceacam2","Cd209c"
"2585","Ceacam2","Cd209a"
"2586","Ceacam2","Cd209d"
"2587","Ceacam2","Cd209e"
"2588","Ceacam2","Cd209b"
"2589","Ceacam1","Cd209c"
"2590","Ceacam1","Cd209a"
"2591","Ceacam1","Cd209d"
"2592","Ceacam1","Cd209e"
"2593","Ceacam1","Cd209b"
"2594","Ceacam2","Havcr2"
"2595","Ceacam1","Havcr2"
"2596","Ceacam2","Sele"
"2597","Ceacam1","Sele"
"2598","Ceacam2","Cd1d2"
"2599","Ceacam2","Cd1d1"
"2600","Ceacam1","Cd1d2"
"2601","Ceacam1","Cd1d1"
"2602","Ceacam2","Cd8a"
"2603","Ceacam1","Cd8a"
"2604","Ceacam2","Psg20"
"2605","Ceacam1","Psg20"
"2606","Psg20","Ceacam2"
"2607","Psg20","Ceacam1"
"2608","Cel","Cxcr4"
"2609","Cfhr4","Itgam"
"2610","Cfh","Itgam"
"2611","Cfp","Ncr1"
"2613","Cgn","F11r"
"2614","Cirbp","Trem1"
"2615","Clec11a","Itga10"
"2616","Clec11a","Itga11"
"2617","Clec11a","Itgb1"
"2618","Clec2f","Klrb1a"
"2619","Clec2f","Klrb1c"
"2620","Clec2f","Klrb1f"
"2621","Clec2f","Klrb1b"
"2622","Clec2f","Klrb1"
"2623","Clec2h","Klrb1a"
"2624","Clec2h","Klrb1c"
"2625","Clec2h","Klrb1f"
"2626","Clec2h","Klrb1b"
"2627","Clec2h","Klrb1"
"2628","Clec2e","Klrb1a"
"2629","Clec2e","Klrb1c"
"2630","Clec2e","Klrb1f"
"2631","Clec2e","Klrb1b"
"2632","Clec2e","Klrb1"
"2633","Clec2g","Klrb1a"
"2634","Clec2g","Klrb1c"
"2635","Clec2g","Klrb1f"
"2636","Clec2g","Klrb1b"
"2637","Clec2g","Klrb1"
"2638","Clec2d","Klrb1a"
"2639","Clec2d","Klrb1c"
"2640","Clec2d","Klrb1f"
"2641","Clec2d","Klrb1b"
"2642","Clec2d","Klrb1"
"2643","Clec2i","Klrb1a"
"2644","Clec2i","Klrb1c"
"2645","Clec2i","Klrb1f"
"2646","Clec2i","Klrb1b"
"2647","Clec2i","Klrb1"
"2648","Clec4g","Lag3"
"2649","Cntf","Il6ra"
"2650","Cntn1","Notch1"
"2651","Cntn1","Notch2"
"2652","Cntn1","Ptprz1"
"2653","Cntn2","Cntn1"
"2654","Cntn2","Nrcam"
"2655","Cntn4","Ptprg"
"2656","Cntn6","Notch1"
"2657","Col11a1","Ddr1"
"2658","Col14a1","Cd44"
"2659","Col18a1","Gpc4"
"2660","Col18a1","Kdr"
"2661","Col18a1","Ptprs"
"2662","Col1a1","Cd36"
"2663","Col1a1","Cd93"
"2664","Col1a1","Itga5"
"2665","Col1a2","Cd44"
"2666","Col1a2","Cd93"
"2667","Col1a2","Gp6"
"2668","Col1a2","Itga11"
"2669","Col1a2","Itga2"
"2670","Col1a2","Itgb1"
"2671","Col1a2","Itgb3"
"2672","Col2a1","Ddr1"
"2673","Col2a1","Mag"
"2674","Col2a1","Tnfrsf10b"
"2675","Col3a1","Ddr1"
"2676","Col3a1","Ddr2"
"2677","Col3a1","Mag"
"2678","Col4a1","Cd93"
"2679","Col4a1","Itgav"
"2680","Col4a2","Cd93"
"2681","Col4a3","Cd47"
"2682","Col4a3","Cd93"
"2683","Col4a3","Itgav"
"2684","Col4a5","Cd93"
"2685","Col4a6","Cd93"
"2686","Col5a1","Sdc3"
"2687","Col5a2","Ddr1"
"2688","Col8a1","Itga1"
"2689","Col8a1","Itga2"
"2690","Col9a1","Mag"
"2691","Col9a2","Mag"
"2692","Col9a3","Mag"
"2693","Colq","Musk"
"2694","Comp","Itga5"
"2695","Cp","Slc40a1"
"2696","Crlf1","Cntfr"
"2697","Crp","Olr1"
"2698","Crtam","Cadm1"
"2699","Csf2","Il3ra"
"2700","Csf2","Sdc2"
"2701","Cthrc1","Fzd3"
"2702","Cthrc1","Fzd5"
"2703","Cthrc1","Fzd6"
"2704","Cthrc1","Ror2"
"2705","Cx3cl1","Itgav"
"2706","Cx3cl1","Itgb3"
"2707","Cxadr","Cxadr"
"2708","Cxadr","Jaml"
"2709","Cxcl3","Ackr1"
"2710","Cxcl2","Ackr1"
"2711","Cxcl1","Ackr1"
"2712","Cxcl10","Sdc4"
"2713","Cxcl12","Cd4"
"2714","Cxcl12","Itga4"
"2715","Cxcl12","Itga5"
"2716","Cxcl12","Itgav"
"2717","Cxcl12","Itgb1"
"2718","Cxcl12","Itgb3"
"2719","Cxcl13","Ackr4"
"2720","Cxcl13","Ccr10"
"2721","Cxcl13","Cxcr3"
"2722","Cxcl14","Cxcr4"
"2723","Cxcl17","Gpr35"
"2724","Cxcl5","Ackr1"
"2725","Cytl1","Ccr2"
"2726","Dag1","Lama4"
"2727","Dcn","Egfr"
"2728","Dcn","Erbb4"
"2729","Dcn","Met"
"2730","Dcn","Tlr2"
"2731","Dcn","Tlr4"
"2732","Defb37","Ccr6"
"2733","Defb1","Ccr6"
"2734","Defb14","Ccr6"
"2735","Defb14","Ccr2"
"2737","Defb15","Ccr2"
"2738","Defb34","Ccr2"
"2739","Defb4","Tlr4"
"2740","Defb6","Tlr4"
"2741","Defb5","Tlr4"
"2742","Defb3","Tlr4"
"2743","Defb8","Tlr4"
"2744","Defb7","Tlr4"
"2745","Dhh","Boc"
"2746","Dhh","Cdon"
"2747","Dhh","Ptch1"
"2748","Dkk1","Lrp4"
"2749","Dkk1","Lrp5"
"2750","Dkk2","Kremen1"
"2751","Dkk2","Kremen2"
"2752","Dkk2","Lrp5"
"2753","Dkk4","Kremen1"
"2754","Dkk4","Kremen2"
"2755","Dkk4","Lrp6"
"2756","Dlk2","Notch1"
"2757","Dnajb11","Prtg"
"2758","Dsc1","Dsg1c"
"2759","Dsc1","Dsg1a"
"2760","Dsc1","Dsg1b"
"2761","Dsc1","Dsg2"
"2762","Dsc1","Dsg3"
"2763","Dsc1","Dsg4"
"2764","Dsc2","Dsg1c"
"2765","Dsc2","Dsg1a"
"2766","Dsc2","Dsg1b"
"2767","Dsc2","Dsg2"
"2768","Dsc2","Dsg3"
"2769","Dsc2","Dsg4"
"2770","Dsc3","Dsg1c"
"2771","Dsc3","Dsg1a"
"2772","Dsc3","Dsg1b"
"2773","Dsc3","Dsg2"
"2774","Dsc3","Dsg3"
"2775","Dsc3","Dsg4"
"2776","Dsg1c","Dsc3"
"2777","Dsg1a","Dsc3"
"2778","Dsg1b","Dsc3"
"2779","Dsg2","Dsc1"
"2780","Dsg2","Dsc3"
"2781","Dspp","Itgb6"
"2782","Ebi3","Il27ra"
"2783","Ebi3","Il6st"
"2784","Ecm1","Itgb4"
"2785","Edil3","Itgb3"
"2786","Edn1","Ednrb"
"2787","Edn1","Kel"
"2788","Edn2","Ednrb"
"2789","Edn2","Kel"
"2790","Edn3","Ednra"
"2791","Edn3","Kel"
"2792","Efemp1","Egfr"
"2793","Efna5","Ephb1"
"2794","Efna5","Ephb6"
"2795","Efnb1","Erbb2"
"2796","Efnb2","Epha3"
"2797","Efnb2","Epha6"
"2798","Efnb2","Grm1"
"2799","Efnb2","Grm5"
"2800","Efnb2","Pecam1"
"2801","Efnb2","Rhbdl2"
"2802","Efnb3","Rhbdl2"
"2803","Egf","Erbb2"
"2804","Egf","Erbb3"
"2805","Egf","Erbb4"
"2806","Enam","Cd63"
"2807","Enho","Gpr19"
"2808","Epcam","Epcam"
"2809","Epha4","Efnb1"
"2810","Epo","Crlf3"
"2811","Epo","Ephb4"
"2812","F10","F3"
"2813","F11","Gp1ba"
"2814","F12","Gp1ba"
"2815","F13a1","Itga4"
"2816","F13a1","Itga9"
"2817","F13a1","Itgb1"
"2818","F2","Gp1ba"
"2819","F2","Gp9"
"2820","F2","Itga2b"
"2821","F2","Thbd"
"2822","F8","Asgr2"
"2823","F8","Ldlr"
"2824","Fam3c","Lifr"
"2825","Fam3d","Fpr1"
"2826","Fam3d","Fpr-rs7"
"2827","Fam3d","Fpr-rs6"
"2828","Fam3d","Fpr-rs3"
"2829","Fam3d","Fpr3"
"2830","Fam3d","Fpr2"
"2831","Fam3d","Fpr-rs4"
"2832","Fat4","Dchs1"
"2833","Fbln1","Itgb1"
"2834","Fbn1","Itga5"
"2835","Fbn1","Itgav"
"2836","Fbn1","Itgb1"
"2837","Fbn1","Itgb3"
"2838","Fcer2a","Cr2"
"2839","Fcnb","Lrp1"
"2840","Fga","Itga2b"
"2841","Fga","Itga5"
"2842","Fga","Itgam"
"2843","Fga","Itgav"
"2844","Fga","Itgb1"
"2845","Fga","Itgb3"
"2846","Fga","Tlr4"
"2847","Fgb","Itga2b"
"2848","Fgb","Itga5"
"2849","Fgb","Itgam"
"2850","Fgb","Itgav"
"2851","Fgb","Itgb1"
"2852","Fgb","Itgb2l"
"2853","Fgb","Itgb2"
"2854","Fgb","Tlr4"
"2855","Fgf1","Cd44"
"2856","Fgf1","Cspg4"
"2857","Fgf1","Nrp1"
"2858","Fgf10","Fgfrl1"
"2859","Fgf13","Scn5a"
"2860","Fgf13","Scn8a"
"2861","Fgf15","Klb"
"2862","Fgf2","Cd44"
"2863","Fgf2","Fgfrl1"
"2864","Fgf2","Gpc4"
"2865","Fgf2","Nrp1"
"2866","Fgf2","Sdc1"
"2867","Fgf2","Sdc3"
"2868","Fgf20","Fgfr1"
"2869","Fgf20","Fgfr2"
"2870","Fgf20","Fgfr3"
"2871","Fgf20","Fgfr4"
"2872","Fgf21","Fgfr4"
"2873","Fgf22","Fgfr1"
"2874","Fgf22","Fgfrl1"
"2875","Fgf23","Fgfr3"
"2876","Fgf23","Kl"
"2877","Fgf3","Fgfr3"
"2878","Fgf3","Fgfr4"
"2879","Fgf3","Fgfrl1"
"2880","Fgf4","Fgfrl1"
"2881","Fgf4","Nrp1"
"2882","Fgf6","Fgfr3"
"2883","Fgf7","Fgfr1"
"2884","Fgf7","Fgfr3"
"2885","Fgf7","Nrp1"
"2886","Fgf8","Fgfrl1"
"2887","Fgg","Itga2b"
"2888","Fgg","Itga5"
"2889","Fgg","Itgav"
"2890","Fgg","Itgb1"
"2891","Fgg","Itgb2l"
"2892","Fgg","Itgb2"
"2893","Fgg","Tlr4"
"2894","Fgl1","Egfr"
"2895","Fgl1","Lag3"
"2896","Fn1","Col13a1"
"2897","Fn1","Itga9"
"2898","Fn1","Mag"
"2899","Fn1","Nt5e"
"2900","Fn1","Plaur"
"2901","Fn1","Tnfrsf11b"
"2902","Fn1","Tshr"
"2903","Fndc5","Itgav"
"2904","Fndc5","Itgb5"
"2905","Fstl1","Dip2a"
"2906","Fzd8","Ckap4"
"2907","Gal","Gpr151"
"2908","Gdf1","Acvr1"
"2909","Gdf1","Bmpr1a"
"2910","Gdf1","Bmpr2"
"2911","Gdf15","Gfral"
"2912","Gdf2","Acvr1"
"2913","Gdf2","Acvr2a"
"2914","Gdf2","Acvr2b"
"2915","Gdf2","Bmpr2"
"2916","Gdf2","Eng"
"2917","Gdf5","Acvr1"
"2918","Gdf5","Acvr2b"
"2919","Gdf6","Bmpr1b"
"2920","Gdf9","Acvr2a"
"2921","Gdf9","Bmpr1a"
"2922","Gdf9","Bmpr1b"
"2924","Gip","Dpp4"
"2925","Glg1","Sele"
"2926","Gnai2","Adcy1"
"2927","Gnai2","Adora1"
"2928","Gnai2","Adra2a"
"2929","Gnai2","Adra2b"
"2930","Gnai2","Agtr2"
"2931","Gnai2","C5ar1"
"2932","Gnai2","Cav1"
"2933","Gnai2","Ccr5"
"2934","Gnai2","Cnr1"
"2935","Gnai2","Cxcr1"
"2936","Gnai2","Cxcr2"
"2937","Gnai2","Ednra"
"2938","Gnai2","Egfr"
"2939","Gnai2","F2r"
"2940","Gnai2","Fpr1"
"2941","Gnai2","Igf1r"
"2942","Gnai2","Lhcgr"
"2943","Gnai2","Lpar3"
"2944","Gnai2","Mtnr1a"
"2945","Gnai2","Mtnr1b"
"2946","Gnai2","Oprd1"
"2947","Gnai2","Oprm1"
"2948","Gnai2","P2ry12"
"2949","Gnai2","Tbxa2r"
"2950","Gnai2","Tshr"
"2951","Gnas","Adrb2"
"2952","Gnas","Avpr2"
"2953","Gnas","Crhr1"
"2954","Gnas","Gcgr"
"2955","Gnas","Lhcgr"
"2956","Gnas","Ptgdr"
"2957","Gnas","Tshr"
"2958","Gnas","Vipr1"
"2959","Gpc3","Cd81"
"2960","Gpc3","Igf1r"
"2961","Gphb5","Tshr"
"2962","Grem1","Kdr"
"2963","Grn","Sort1"
"2964","Grn","Tnfrsf1a"
"2965","Grn","Tnfrsf1b"
"2966","Grp","Brs3"
"2967","Guca2b","Gucy2e"
"2968","Gzmd","Chrm3"
"2969","Gzmc","Chrm3"
"2970","Gzmb","Chrm3"
"2971","Gzmf","Chrm3"
"2972","Gzmg","Chrm3"
"2973","Gzmn","Chrm3"
"2974","Gzme","Chrm3"
"2975","Havcr1","Cd300lb"
"2976","Timd5","Cd300lb"
"2977","Timd2","Cd300lb"
"2978","Timd6","Cd300lb"
"2979","Havcr1","Havcr1"
"2980","Havcr1","Timd5"
"2981","Havcr1","Timd2"
"2982","Havcr1","Timd6"
"2983","Timd5","Havcr1"
"2984","Timd5","Timd5"
"2985","Timd5","Timd2"
"2986","Timd5","Timd6"
"2987","Timd2","Havcr1"
"2988","Timd2","Timd5"
"2989","Timd2","Timd2"
"2990","Timd2","Timd6"
"2991","Timd6","Havcr1"
"2992","Timd6","Timd5"
"2993","Timd6","Timd2"
"2994","Timd6","Timd6"
"2995","Hbegf","Cd44"
"2996","Hbegf","Cd82"
"2997","Hbegf","Cd9"
"2998","Hbegf","Erbb2"
"2999","Hcrt","Npffr2"
"3000","Hgf","Cd44"
"3001","Hgf","Sdc1"
"3002","Hgf","Sdc2"
"3003","Hgf","St14"
"3004","H2-T5","Aplp2"
"3005","H2-D1","Aplp2"
"3006","H2-Q6","Aplp2"
"3007","H2-Q7","Aplp2"
"3008","H2-Q1","Aplp2"
"3009","H2-Q10","Aplp2"
"3010","H2-Q2","Aplp2"
"3011","H2-Q4","Aplp2"
"3012","H2-T13","Aplp2"
"3013","H2-K1","Aplp2"
"3014","H2-T7","Aplp2"
"3015","H2-T5","Erbb2"
"3016","H2-D1","Erbb2"
"3017","H2-Q6","Erbb2"
"3018","H2-Q7","Erbb2"
"3019","H2-Q1","Erbb2"
"3020","H2-Q10","Erbb2"
"3021","H2-Q2","Erbb2"
"3022","H2-Q4","Erbb2"
"3023","H2-T13","Erbb2"
"3024","H2-K1","Erbb2"
"3025","H2-T7","Erbb2"
"3055","H2-Q4","Pirb"
"3056","H2-T13","Pirb"
"3058","H2-T7","Pirb"
"3070","H2-T10","Canx"
"3071","H2-T22","Canx"
"3072","H2-M10.6","Canx"
"3073","H2-T5","Canx"
"3074","H2-M10.2","Canx"
"3075","H2-T9","Canx"
"3076","H2-D1","Canx"
"3077","H2-T3","Canx"
"3078","H2-Q6","Canx"
"3079","H2-M9","Canx"
"3080","H2-Q7","Canx"
"3081","H2-M10.4","Canx"
"3082","H2-M2","Canx"
"3083","H2-M1","Canx"
"3084","H2-M11","Canx"
"3085","H2-M10.3","Canx"
"3086","H2-Q1","Canx"
"3087","H2-M5","Canx"
"3088","H2-Q10","Canx"
"3089","H2-M10.1","Canx"
"3090","H2-Q2","Canx"
"3091","H2-Q4","Canx"
"3092","H2-M10.5","Canx"
"3093","H2-T13","Canx"
"3094","H2-K1","Canx"
"3220","H2-T10","Pirb"
"3225","H2-T9","Pirb"
"3227","H2-T3","Pirb"
"3229","H2-M9","Pirb"
"3233","H2-M1","Pirb"
"3235","H2-M10.3","Pirb"
"3242","H2-M10.5","Pirb"
"3270","H2-T10","Pira12"
"3271","H2-T10","Pira2"
"3272","H2-T10","Lilra6"
"3273","H2-T10","Pira13"
"3275","H2-T22","Pira12"
"3276","H2-T22","Pira2"
"3277","H2-T22","Lilra6"
"3278","H2-T22","Pira13"
"3280","H2-M10.6","Pira12"
"3281","H2-M10.6","Pira2"
"3282","H2-M10.6","Lilra6"
"3283","H2-M10.6","Pira13"
"3285","H2-T5","Pira12"
"3286","H2-T5","Pira2"
"3287","H2-T5","Lilra6"
"3288","H2-T5","Pira13"
"3290","H2-M10.2","Pira12"
"3291","H2-M10.2","Pira2"
"3292","H2-M10.2","Lilra6"
"3293","H2-M10.2","Pira13"
"3295","H2-T9","Pira12"
"3296","H2-T9","Pira2"
"3297","H2-T9","Lilra6"
"3298","H2-T9","Pira13"
"3300","H2-D1","Pira12"
"3301","H2-D1","Pira2"
"3302","H2-D1","Lilra6"
"3303","H2-D1","Pira13"
"3305","H2-T3","Pira12"
"3306","H2-T3","Pira2"
"3307","H2-T3","Lilra6"
"3308","H2-T3","Pira13"
"3310","H2-Q6","Pira12"
"3311","H2-Q6","Pira2"
"3312","H2-Q6","Lilra6"
"3313","H2-Q6","Pira13"
"3315","H2-M9","Pira12"
"3316","H2-M9","Pira2"
"3317","H2-M9","Lilra6"
"3318","H2-M9","Pira13"
"3320","H2-Q7","Pira12"
"3321","H2-Q7","Pira2"
"3322","H2-Q7","Lilra6"
"3323","H2-Q7","Pira13"
"3325","H2-M10.4","Pira12"
"3326","H2-M10.4","Pira2"
"3327","H2-M10.4","Lilra6"
"3328","H2-M10.4","Pira13"
"3330","H2-M2","Pira12"
"3331","H2-M2","Pira2"
"3332","H2-M2","Lilra6"
"3333","H2-M2","Pira13"
"3335","H2-M1","Pira12"
"3336","H2-M1","Pira2"
"3337","H2-M1","Lilra6"
"3338","H2-M1","Pira13"
"3340","H2-M11","Pira12"
"3341","H2-M11","Pira2"
"3342","H2-M11","Lilra6"
"3343","H2-M11","Pira13"
"3345","H2-M10.3","Pira12"
"3346","H2-M10.3","Pira2"
"3347","H2-M10.3","Lilra6"
"3348","H2-M10.3","Pira13"
"3350","H2-Q1","Pira12"
"3351","H2-Q1","Pira2"
"3352","H2-Q1","Lilra6"
"3353","H2-Q1","Pira13"
"3355","H2-M5","Pira12"
"3356","H2-M5","Pira2"
"3357","H2-M5","Lilra6"
"3358","H2-M5","Pira13"
"3360","H2-Q10","Pira12"
"3361","H2-Q10","Pira2"
"3362","H2-Q10","Lilra6"
"3363","H2-Q10","Pira13"
"3365","H2-M10.1","Pira12"
"3366","H2-M10.1","Pira2"
"3367","H2-M10.1","Lilra6"
"3368","H2-M10.1","Pira13"
"3370","H2-Q2","Pira12"
"3371","H2-Q2","Pira2"
"3372","H2-Q2","Lilra6"
"3373","H2-Q2","Pira13"
"3375","H2-Q4","Pira12"
"3376","H2-Q4","Pira2"
"3377","H2-Q4","Lilra6"
"3378","H2-Q4","Pira13"
"3380","H2-M10.5","Pira12"
"3381","H2-M10.5","Pira2"
"3382","H2-M10.5","Lilra6"
"3383","H2-M10.5","Pira13"
"3385","H2-T13","Pira12"
"3386","H2-T13","Pira2"
"3387","H2-T13","Lilra6"
"3388","H2-T13","Pira13"
"3390","H2-K1","Pira12"
"3391","H2-K1","Pira2"
"3392","H2-K1","Lilra6"
"3393","H2-K1","Pira13"
"3445","H2-T10","Klrk1"
"3446","H2-T22","Klrk1"
"3447","H2-M10.6","Klrk1"
"3448","H2-T5","Klrk1"
"3449","H2-M10.2","Klrk1"
"3450","H2-T9","Klrk1"
"3451","H2-D1","Klrk1"
"3452","H2-T3","Klrk1"
"3453","H2-Q6","Klrk1"
"3454","H2-M9","Klrk1"
"3455","H2-Q7","Klrk1"
"3456","H2-M10.4","Klrk1"
"3457","H2-M2","Klrk1"
"3458","H2-M1","Klrk1"
"3459","H2-T23","Klrk1"
"3460","H2-M11","Klrk1"
"3461","H2-M10.3","Klrk1"
"3462","H2-Q1","Klrk1"
"3463","H2-M5","Klrk1"
"3464","H2-Q10","Klrk1"
"3465","H2-M10.1","Klrk1"
"3466","H2-Q2","Klrk1"
"3467","H2-Q4","Klrk1"
"3468","H2-M10.5","Klrk1"
"3469","H2-T13","Klrk1"
"3470","H2-K1","Klrk1"
"3471","H2-T11-ps","Klrk1"
"3476","H2-T15","Kir3dl1"
"3477","H2-T15","Kir3dl2"
"3546","H2-T15","Pirb"
"3597","Hmgb1","Havcr2"
"3598","Hmgb1","Sdc1"
"3599","Hmgb1","Thbd"
"3600","Hp","Cd163"
"3601","Hp","Itgam"
"3602","Hp","Itgb2l"
"3603","Hp","Itgb2"
"3604","Hras","Agtr1a"
"3605","Hras","Agtr1b"
"3606","Hras","Cav1"
"3607","Hras","Insr"
"3608","Hrg","Fcgr1"
"3609","Hsp90aa1","Cftr"
"3610","Hsp90aa1","Egfr"
"3611","Hsp90aa1","Fgfr3"
"3612","Hspg2","Col13a1"
"3613","Hspg2","Itga2"
"3614","Hspg2","Itgb1"
"3615","Iapp","Ramp1"
"3616","Iapp","Ramp2"
"3617","Icam1","Il2ra"
"3618","Icam1","Itgam"
"3619","Icam1","Spn"
"3620","Icam4","Itga4"
"3621","Icam4","Itgb1"
"3622","Icos","Icosl"
"3623","Igfbp4","Fzd8"
"3624","Igfbp4","Lrp6"
"3625","Igfl3","Igflr1"
"3627","Igsf11","Vsir"
"3628","Ihh","Boc"
"3629","Ihh","Cdon"
"3630","Ihh","Ptch2"
"3631","Il12b","Il23r"
"3632","Il15","Il2ra"
"3633","Il16","Grin2d"
"3634","Il16","Kcnj10"
